Evolution Event: Evolve 5Pokémon - 1000 Stardust
Location: Kanto : Kanagawa :flag_jp: | Kanto : Tokyo :flag_jp: | Kanto : Saitama :flag_jp:
Ends in 7 hours and 17 mins | December 10 2019 23:59 JST Quest Reset!

35.695134,139.750610, 0min
35.695294,139.751184, 0min
35.695357,139.751929, 0min - Set 1
35.696536,139.751197, 0min
35.696814,139.749456, 0min
35.698605,139.745241, 0min - Set 2
35.702107,139.744524, 0min
35.701369,139.746920, 0min
35.701585,139.747694, 0min - Set 3
35.701293,139.750398, 0.1min
35.695814,139.755033, 0min
35.693132,139.754852, 0min - Set 4
35.691488,139.752582, 0.1min
35.692600,139.762908, 0.1min
35.687792,139.764887, 0min - Set 5
35.687313,139.763938, 0min
35.686717,139.762656, 0.1min
35.679950,139.763815, 0.1min - Set 6
35.677076,139.768652, 0min
35.678999,139.770802, 0min
35.681502,139.769514, 0min - Set 7
35.682090,139.771653, 0.1min
35.681445,139.778627, 0.1min
35.686298,139.779784, 0min - Set 8
35.688126,139.777417, 0min
35.689420,139.777570, 0.1min
35.692597,139.772891, 0min - Set 9
35.691557,139.772036, 0min
35.691169,139.769445, 0min
35.692211,139.770729, 0min - Set 10
35.695518,139.772976, 0min
35.696523,139.767776, 0min
35.698812,139.770476, 0min - Set 11
35.699417,139.770228, 0.1min
35.702564,139.775454, 1.5min
35.689017,139.786790, 0min - Set 12
35.686025,139.787036, 1.5min
35.674764,139.783154, 1.5min
35.663782,139.783513, 0.1min - Set 13
35.667530,139.778903, 0min
35.667591,139.774982, 0.1min
35.671078,139.766378, 0min - Set 14
35.671661,139.766560, 0min
35.673155,139.767189, 0min
35.673639,139.764970, 0min - Set 15
35.671925,139.763846, 0min
35.671818,139.763865, 0.1min
35.667295,139.761210, 0min - Set 16
35.669798,139.758318, 0min
35.669731,139.757627, 0min
35.668553,139.757809, 0min - Set 17
35.667251,139.757019, 0min
35.668035,139.755872, 0min
35.670650,139.756421, 0min - Set 18
35.672459,139.757506, 1.5min
35.683930,139.742846, 0min
35.687338,139.742041, 0.1min - Set 19
35.691902,139.734937, 0.1min
35.686781,139.727427, 0.1min
35.694147,139.723786, END - Set 20

© Bản Quyền Thuộc Về Gotcha Mod !
